,Province/State,Country/Region,Date,total_cases
52,Fujian,China,2020-01-22,1
53,Gansu,China,2020-01-22,0
54,Guangdong,China,2020-01-22,26
55,Guangxi,China,2020-01-22,2
56,Guizhou,China,2020-01-22,1
57,Hainan,China,2020-01-22,4
58,Hebei,China,2020-01-22,1
59,Heilongjiang,China,2020-01-22,0
60,Henan,China,2020-01-22,5
61,Hong Kong,China,2020-01-22,0
62,Hubei,China,2020-01-22,444
63,Hunan,China,2020-01-22,4
64,Inner Mongolia,China,2020-01-22,0
65,Jiangsu,China,2020-01-22,1
66,Jiangxi,China,2020-01-22,2
67,Jilin,China,2020-01-22,0
68,Liaoning,China,2020-01-22,2
69,Macau,China,2020-01-22,1
70,Ningxia,China,2020-01-22,1
71,Qinghai,China,2020-01-22,0
72,Shaanxi,China,2020-01-22,0
73,Shandong,China,2020-01-22,2
74,Shanghai,China,2020-01-22,9
75,Shanxi,China,2020-01-22,1
76,Sichuan,China,2020-01-22,5
77,Tianjin,China,2020-01-22,4
78,Tibet,China,2020-01-22,0
79,Xinjiang,China,2020-01-22,0
80,Yunnan,China,2020-01-22,1
81,Zhejiang,China,2020-01-22,10
82,,Colombia,2020-01-22,0
83,,Congo (Brazzaville),2020-01-22,0
84,,Congo (Kinshasa),2020-01-22,0
85,,Costa Rica,2020-01-22,0
86,,Cote d'Ivoire,2020-01-22,0
87,,Croatia,2020-01-22,0
88,,Diamond Princess,2020-01-22,0
89,,Cuba,2020-01-22,0
90,,Cyprus,2020-01-22,0
91,,Czechia,2020-01-22,0
92,Faroe Islands,Denmark,2020-01-22,0
93,Greenland,Denmark,2020-01-22,0
94,,Denmark,2020-01-22,0
95,,Djibouti,2020-01-22,0
96,,Dominican Republic,2020-01-22,0
97,,Ecuador,2020-01-22,0
98,,Egypt,2020-01-22,0
99,,El Salvador,2020-01-22,0
100,,Equatorial Guinea,2020-01-22,0
101,,Eritrea,2020-01-22,0
102,,Estonia,2020-01-22,0
103,,Eswatini,2020-01-22,0
104,,Ethiopia,2020-01-22,0
105,,Fiji,2020-01-22,0
106,,Finland,2020-01-22,0
107,French Guiana,France,2020-01-22,0
108,French Polynesia,France,2020-01-22,0
109,Guadeloupe,France,2020-01-22,0
110,Mayotte,France,2020-01-22,0
111,New Caledonia,France,2020-01-22,0
112,Reunion,France,2020-01-22,0
113,Saint Barthelemy,France,2020-01-22,0
114,St Martin,France,2020-01-22,0
115,Martinique,France,2020-01-22,0
116,,France,2020-01-22,0
117,,Gabon,2020-01-22,0
118,,Gambia,2020-01-22,0
119,,Georgia,2020-01-22,0
120,,Germany,2020-01-22,0
121,,Ghana,2020-01-22,0
122,,Greece,2020-01-22,0
123,,Guatemala,2020-01-22,0
124,,Guinea,2020-01-22,0
125,,Guyana,2020-01-22,0
126,,Haiti,2020-01-22,0
127,,Holy See,2020-01-22,0
128,,Honduras,2020-01-22,0
129,,Hungary,2020-01-22,0
130,,Iceland,2020-01-22,0
131,,India,2020-01-22,0
132,,Indonesia,2020-01-22,0
133,,Iran,2020-01-22,0
134,,Iraq,2020-01-22,0
135,,Ireland,2020-01-22,0
136,,Israel,2020-01-22,0
137,,Italy,2020-01-22,0
138,,Jamaica,2020-01-22,0
139,,Japan,2020-01-22,2
140,,Jordan,2020-01-22,0
141,,Kazakhstan,2020-01-22,0
142,,Kenya,2020-01-22,0
143,,"Korea, South",2020-01-22,1
144,,Kuwait,2020-01-22,0
145,,Kyrgyzstan,2020-01-22,0
146,,Latvia,2020-01-22,0
147,,Lebanon,2020-01-22,0
148,,Liberia,2020-01-22,0
149,,Liechtenstein,2020-01-22,0
150,,Lithuania,2020-01-22,0
151,,Luxembourg,2020-01-22,0
152,,Madagascar,2020-01-22,0
153,,Malaysia,2020-01-22,0
154,,Maldives,2020-01-22,0
155,,Malta,2020-01-22,0
156,,Mauritania,2020-01-22,0
157,,Mauritius,2020-01-22,0
158,,Mexico,2020-01-22,0
159,,Moldova,2020-01-22,0
160,,Monaco,2020-01-22,0
161,,Mongolia,2020-01-22,0
162,,Montenegro,2020-01-22,0
163,,Morocco,2020-01-22,0
164,,Namibia,2020-01-22,0
165,,Nepal,2020-01-22,0
166,Aruba,Netherlands,2020-01-22,0
167,Curacao,Netherlands,2020-01-22,0
168,Sint Maarten,Netherlands,2020-01-22,0
169,,Netherlands,2020-01-22,0
170,,New Zealand,2020-01-22,0
171,,Nicaragua,2020-01-22,0
172,,Niger,2020-01-22,0
173,,Nigeria,2020-01-22,0
174,,North Macedonia,2020-01-22,0
175,,Norway,2020-01-22,0
176,,Oman,2020-01-22,0
177,,Pakistan,2020-01-22,0
178,,Panama,2020-01-22,0
179,,Papua New Guinea,2020-01-22,0
180,,Paraguay,2020-01-22,0
181,,Peru,2020-01-22,0
182,,Philippines,2020-01-22,0
183,,Poland,2020-01-22,0
184,,Portugal,2020-01-22,0
185,,Qatar,2020-01-22,0
186,,Romania,2020-01-22,0
187,,Russia,2020-01-22,0
188,,Rwanda,2020-01-22,0
189,,Saint Lucia,2020-01-22,0
190,,Saint Vincent and the Grenadines,2020-01-22,0
191,,San Marino,2020-01-22,0
192,,Saudi Arabia,2020-01-22,0
193,,Senegal,2020-01-22,0
194,,Serbia,2020-01-22,0
195,,Seychelles,2020-01-22,0
196,,Singapore,2020-01-22,0
197,,Slovakia,2020-01-22,0
198,,Slovenia,2020-01-22,0
199,,Somalia,2020-01-22,0
200,,South Africa,2020-01-22,0
201,,Spain,2020-01-22,0
202,,Sri Lanka,2020-01-22,0
203,,Sudan,2020-01-22,0
204,,Suriname,2020-01-22,0
205,,Sweden,2020-01-22,0
206,,Switzerland,2020-01-22,0
207,,Taiwan*,2020-01-22,1
208,,Tanzania,2020-01-22,0
209,,Thailand,2020-01-22,2
210,,Togo,2020-01-22,0
211,,Trinidad and Tobago,2020-01-22,0
212,,Tunisia,2020-01-22,0
213,,Turkey,2020-01-22,0
214,,Uganda,2020-01-22,0
215,,Ukraine,2020-01-22,0
216,,United Arab Emirates,2020-01-22,0
217,Bermuda,United Kingdom,2020-01-22,0
218,Cayman Islands,United Kingdom,2020-01-22,0
219,Channel Islands,United Kingdom,2020-01-22,0
220,Gibraltar,United Kingdom,2020-01-22,0
221,Isle of Man,United Kingdom,2020-01-22,0
222,Montserrat,United Kingdom,2020-01-22,0
223,,United Kingdom,2020-01-22,0
224,,Uruguay,2020-01-22,0
225,,US,2020-01-22,1
226,,Uzbekistan,2020-01-22,0
227,,Venezuela,2020-01-22,0
228,,Vietnam,2020-01-22,0
229,,Zambia,2020-01-22,0
230,,Zimbabwe,2020-01-22,0
231,Diamond Princess,Canada,2020-01-22,0
232,,Dominica,2020-01-22,0
233,,Grenada,2020-01-22,0
234,,Mozambique,2020-01-22,0
235,,Syria,2020-01-22,0
236,,Timor-Leste,2020-01-22,0
237,,Belize,2020-01-22,0
238,Recovered,Canada,2020-01-22,0
239,,Laos,2020-01-22,0
240,,Libya,2020-01-22,0
241,,West Bank and Gaza,2020-01-22,0
242,,Guinea-Bissau,2020-01-22,0
243,,Mali,2020-01-22,0
244,,Saint Kitts and Nevis,2020-01-22,0
245,Northwest Territories,Canada,2020-01-22,0
246,Yukon,Canada,2020-01-22,0
247,,Kosovo,2020-01-22,0
248,,Burma,2020-01-22,0
249,Anguilla,United Kingdom,2020-01-22,0
250,British Virgin Islands,United Kingdom,2020-01-22,0
251,Turks and Caicos Islands,United Kingdom,2020-01-22,0
252,,MS Zaandam,2020-01-22,0
253,,Botswana,2020-01-22,0
254,,Burundi,2020-01-22,0
255,,Sierra Leone,2020-01-22,0
256,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-22,0
257,,Malawi,2020-01-22,0
258,Falkland Islands (Malvinas),United Kingdom,2020-01-22,0
259,Saint Pierre and Miquelon,France,2020-01-22,0
260,,South Sudan,2020-01-22,0
261,,Western Sahara,2020-01-22,0
262,,Sao Tome and Principe,2020-01-22,0
263,,Yemen,2020-01-22,0
264,,Afghanistan,2020-01-23,0
265,,Albania,2020-01-23,0
266,,Algeria,2020-01-23,0
267,,Andorra,2020-01-23,0
268,,Angola,2020-01-23,0
269,,Antigua and Barbuda,2020-01-23,0
270,,Argentina,2020-01-23,0
271,,Armenia,2020-01-23,0
272,Australian Capital Territory,Australia,2020-01-23,0
273,New South Wales,Australia,2020-01-23,0
274,Northern Territory,Australia,2020-01-23,0
275,Queensland,Australia,2020-01-23,0
276,South Australia,Australia,2020-01-23,0
277,Tasmania,Australia,2020-01-23,0
278,Victoria,Australia,2020-01-23,0
279,Western Australia,Australia,2020-01-23,0
280,,Austria,2020-01-23,0
281,,Azerbaijan,2020-01-23,0
282,,Bahamas,2020-01-23,0
283,,Bahrain,2020-01-23,0
284,,Bangladesh,2020-01-23,0
285,,Barbados,2020-01-23,0
286,,Belarus,2020-01-23,0
287,,Belgium,2020-01-23,0
288,,Benin,2020-01-23,0
289,,Bhutan,2020-01-23,0
290,,Bolivia,2020-01-23,0
291,,Bosnia and Herzegovina,2020-01-23,0
292,,Brazil,2020-01-23,0
293,,Brunei,2020-01-23,0
294,,Bulgaria,2020-01-23,0
295,,Burkina Faso,2020-01-23,0
296,,Cabo Verde,2020-01-23,0
297,,Cambodia,2020-01-23,0
298,,Cameroon,2020-01-23,0
299,Alberta,Canada,2020-01-23,0
300,British Columbia,Canada,2020-01-23,0
301,Grand Princess,Canada,2020-01-23,0
302,Manitoba,Canada,2020-01-23,0
303,New Brunswick,Canada,2020-01-23,0
304,Newfoundland and Labrador,Canada,2020-01-23,0
305,Nova Scotia,Canada,2020-01-23,0
306,Ontario,Canada,2020-01-23,0
307,Prince Edward Island,Canada,2020-01-23,0
308,Quebec,Canada,2020-01-23,0
309,Saskatchewan,Canada,2020-01-23,0
310,,Central African Republic,2020-01-23,0
311,,Chad,2020-01-23,0
312,,Chile,2020-01-23,0
313,Anhui,China,2020-01-23,9
314,Beijing,China,2020-01-23,22
315,Chongqing,China,2020-01-23,9
316,Fujian,China,2020-01-23,5
317,Gansu,China,2020-01-23,2
318,Guangdong,China,2020-01-23,32
319,Guangxi,China,2020-01-23,5
320,Guizhou,China,2020-01-23,3
321,Hainan,China,2020-01-23,5
322,Hebei,China,2020-01-23,1
323,Heilongjiang,China,2020-01-23,2
324,Henan,China,2020-01-23,5
325,Hong Kong,China,2020-01-23,2
326,Hubei,China,2020-01-23,444
327,Hunan,China,2020-01-23,9
328,Inner Mongolia,China,2020-01-23,0
329,Jiangsu,China,2020-01-23,5
330,Jiangxi,China,2020-01-23,7
331,Jilin,China,2020-01-23,1
332,Liaoning,China,2020-01-23,3
333,Macau,China,2020-01-23,2
334,Ningxia,China,2020-01-23,1
335,Qinghai,China,2020-01-23,0
336,Shaanxi,China,2020-01-23,3
337,Shandong,China,2020-01-23,6
338,Shanghai,China,2020-01-23,16
339,Shanxi,China,2020-01-23,1
340,Sichuan,China,2020-01-23,8
341,Tianjin,China,2020-01-23,4
342,Tibet,China,2020-01-23,0
343,Xinjiang,China,2020-01-23,2
344,Yunnan,China,2020-01-23,2
345,Zhejiang,China,2020-01-23,27
346,,Colombia,2020-01-23,0
347,,Congo (Brazzaville),2020-01-23,0
348,,Congo (Kinshasa),2020-01-23,0
349,,Costa Rica,2020-01-23,0
350,,Cote d'Ivoire,2020-01-23,0
351,,Croatia,2020-01-23,0
352,,Diamond Princess,2020-01-23,0
353,,Cuba,2020-01-23,0
354,,Cyprus,2020-01-23,0
355,,Czechia,2020-01-23,0
356,Faroe Islands,Denmark,2020-01-23,0
357,Greenland,Denmark,2020-01-23,0
358,,Denmark,2020-01-23,0
359,,Djibouti,2020-01-23,0
360,,Dominican Republic,2020-01-23,0
361,,Ecuador,2020-01-23,0
362,,Egypt,2020-01-23,0
363,,El Salvador,2020-01-23,0
364,,Equatorial Guinea,2020-01-23,0
365,,Eritrea,2020-01-23,0
366,,Estonia,2020-01-23,0
367,,Eswatini,2020-01-23,0
368,,Ethiopia,2020-01-23,0
369,,Fiji,2020-01-23,0
370,,Finland,2020-01-23,0
371,French Guiana,France,2020-01-23,0
372,French Polynesia,France,2020-01-23,0
373,Guadeloupe,France,2020-01-23,0
374,Mayotte,France,2020-01-23,0
375,New Caledonia,France,2020-01-23,0
376,Reunion,France,2020-01-23,0
377,Saint Barthelemy,France,2020-01-23,0
378,St Martin,France,2020-01-23,0
379,Martinique,France,2020-01-23,0
380,,France,2020-01-23,0
381,,Gabon,2020-01-23,0
382,,Gambia,2020-01-23,0
383,,Georgia,2020-01-23,0
384,,Germany,2020-01-23,0
385,,Ghana,2020-01-23,0
386,,Greece,2020-01-23,0
387,,Guatemala,2020-01-23,0
388,,Guinea,2020-01-23,0
389,,Guyana,2020-01-23,0
390,,Haiti,2020-01-23,0
391,,Holy See,2020-01-23,0
392,,Honduras,2020-01-23,0
393,,Hungary,2020-01-23,0
394,,Iceland,2020-01-23,0
395,,India,2020-01-23,0
396,,Indonesia,2020-01-23,0
397,,Iran,2020-01-23,0
398,,Iraq,2020-01-23,0
399,,Ireland,2020-01-23,0
400,,Israel,2020-01-23,0
401,,Italy,2020-01-23,0
402,,Jamaica,2020-01-23,0
403,,Japan,2020-01-23,2
404,,Jordan,2020-01-23,0
405,,Kazakhstan,2020-01-23,0
406,,Kenya,2020-01-23,0
407,,"Korea, South",2020-01-23,1
408,,Kuwait,2020-01-23,0
409,,Kyrgyzstan,2020-01-23,0
410,,Latvia,2020-01-23,0
411,,Lebanon,2020-01-23,0
412,,Liberia,2020-01-23,0
413,,Liechtenstein,2020-01-23,0
414,,Lithuania,2020-01-23,0
415,,Luxembourg,2020-01-23,0
416,,Madagascar,2020-01-23,0
417,,Malaysia,2020-01-23,0
418,,Maldives,2020-01-23,0
419,,Malta,2020-01-23,0
420,,Mauritania,2020-01-23,0
421,,Mauritius,2020-01-23,0
422,,Mexico,2020-01-23,0
423,,Moldova,2020-01-23,0
424,,Monaco,2020-01-23,0
425,,Mongolia,2020-01-23,0
426,,Montenegro,2020-01-23,0
427,,Morocco,2020-01-23,0
428,,Namibia,2020-01-23,0
429,,Nepal,2020-01-23,0
430,Aruba,Netherlands,2020-01-23,0
431,Curacao,Netherlands,2020-01-23,0
432,Sint Maarten,Netherlands,2020-01-23,0
433,,Netherlands,2020-01-23,0
434,,New Zealand,2020-01-23,0
435,,Nicaragua,2020-01-23,0
436,,Niger,2020-01-23,0
437,,Nigeria,2020-01-23,0
438,,North Macedonia,2020-01-23,0
439,,Norway,2020-01-23,0
440,,Oman,2020-01-23,0
441,,Pakistan,2020-01-23,0
442,,Panama,2020-01-23,0
443,,Papua New Guinea,2020-01-23,0
444,,Paraguay,2020-01-23,0
445,,Peru,2020-01-23,0
446,,Philippines,2020-01-23,0
447,,Poland,2020-01-23,0
448,,Portugal,2020-01-23,0
449,,Qatar,2020-01-23,0
450,,Romania,2020-01-23,0
451,,Russia,2020-01-23,0
452,,Rwanda,2020-01-23,0
453,,Saint Lucia,2020-01-23,0
454,,Saint Vincent and the Grenadines,2020-01-23,0
455,,San Marino,2020-01-23,0
456,,Saudi Arabia,2020-01-23,0
457,,Senegal,2020-01-23,0
458,,Serbia,2020-01-23,0
459,,Seychelles,2020-01-23,0
460,,Singapore,2020-01-23,1
461,,Slovakia,2020-01-23,0
462,,Slovenia,2020-01-23,0
463,,Somalia,2020-01-23,0
464,,South Africa,2020-01-23,0
465,,Spain,2020-01-23,0
466,,Sri Lanka,2020-01-23,0
467,,Sudan,2020-01-23,0
468,,Suriname,2020-01-23,0
469,,Sweden,2020-01-23,0
470,,Switzerland,2020-01-23,0
471,,Taiwan*,2020-01-23,1
472,,Tanzania,2020-01-23,0
473,,Thailand,2020-01-23,3
474,,Togo,2020-01-23,0
475,,Trinidad and Tobago,2020-01-23,0
476,,Tunisia,2020-01-23,0
477,,Turkey,2020-01-23,0
478,,Uganda,2020-01-23,0
479,,Ukraine,2020-01-23,0
480,,United Arab Emirates,2020-01-23,0
481,Bermuda,United Kingdom,2020-01-23,0
482,Cayman Islands,United Kingdom,2020-01-23,0
483,Channel Islands,United Kingdom,2020-01-23,0
484,Gibraltar,United Kingdom,2020-01-23,0
485,Isle of Man,United Kingdom,2020-01-23,0
486,Montserrat,United Kingdom,2020-01-23,0
487,,United Kingdom,2020-01-23,0
488,,Uruguay,2020-01-23,0
489,,US,2020-01-23,1
490,,Uzbekistan,2020-01-23,0
491,,Venezuela,2020-01-23,0
492,,Vietnam,2020-01-23,2
493,,Zambia,2020-01-23,0
494,,Zimbabwe,2020-01-23,0
495,Diamond Princess,Canada,2020-01-23,0
496,,Dominica,2020-01-23,0
497,,Grenada,2020-01-23,0
498,,Mozambique,2020-01-23,0
499,,Syria,2020-01-23,0
500,,Timor-Leste,2020-01-23,0
501,,Belize,2020-01-23,0
502,Recovered,Canada,2020-01-23,0
503,,Laos,2020-01-23,0
504,,Libya,2020-01-23,0
505,,West Bank and Gaza,2020-01-23,0
506,,Guinea-Bissau,2020-01-23,0
507,,Mali,2020-01-23,0
508,,Saint Kitts and Nevis,2020-01-23,0
509,Northwest Territories,Canada,2020-01-23,0
510,Yukon,Canada,2020-01-23,0
511,,Kosovo,2020-01-23,0
512,,Burma,2020-01-23,0
513,Anguilla,United Kingdom,2020-01-23,0
514,British Virgin Islands,United Kingdom,2020-01-23,0
515,Turks and Caicos Islands,United Kingdom,2020-01-23,0
516,,MS Zaandam,2020-01-23,0
517,,Botswana,2020-01-23,0
518,,Burundi,2020-01-23,0
519,,Sierra Leone,2020-01-23,0
520,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-23,0
521,,Malawi,2020-01-23,0
522,Falkland Islands (Malvinas),United Kingdom,2020-01-23,0
523,Saint Pierre and Miquelon,France,2020-01-23,0
524,,South Sudan,2020-01-23,0
525,,Western Sahara,2020-01-23,0
526,,Sao Tome and Principe,2020-01-23,0
527,,Yemen,2020-01-23,0
528,,Afghanistan,2020-01-24,0
529,,Albania,2020-01-24,0
530,,Algeria,2020-01-24,0
531,,Andorra,2020-01-24,0
532,,Angola,2020-01-24,0
533,,Antigua and Barbuda,2020-01-24,0
534,,Argentina,2020-01-24,0
535,,Armenia,2020-01-24,0
536,Australian Capital Territory,Australia,2020-01-24,0
537,New South Wales,Australia,2020-01-24,0
538,Northern Territory,Australia,2020-01-24,0
539,Queensland,Australia,2020-01-24,0
540,South Australia,Australia,2020-01-24,0
541,Tasmania,Australia,2020-01-24,0
542,Victoria,Australia,2020-01-24,0
543,Western Australia,Australia,2020-01-24,0
544,,Austria,2020-01-24,0
545,,Azerbaijan,2020-01-24,0
546,,Bahamas,2020-01-24,0
547,,Bahrain,2020-01-24,0
548,,Bangladesh,2020-01-24,0
549,,Barbados,2020-01-24,0
550,,Belarus,2020-01-24,0
551,,Belgium,2020-01-24,0
552,,Benin,2020-01-24,0
553,,Bhutan,2020-01-24,0
554,,Bolivia,2020-01-24,0
555,,Bosnia and Herzegovina,2020-01-24,0
556,,Brazil,2020-01-24,0
557,,Brunei,2020-01-24,0
558,,Bulgaria,2020-01-24,0
559,,Burkina Faso,2020-01-24,0
560,,Cabo Verde,2020-01-24,0
561,,Cambodia,2020-01-24,0
562,,Cameroon,2020-01-24,0
563,Alberta,Canada,2020-01-24,0
564,British Columbia,Canada,2020-01-24,0
565,Grand Princess,Canada,2020-01-24,0
566,Manitoba,Canada,2020-01-24,0
567,New Brunswick,Canada,2020-01-24,0
568,Newfoundland and Labrador,Canada,2020-01-24,0
569,Nova Scotia,Canada,2020-01-24,0
570,Ontario,Canada,2020-01-24,0
571,Prince Edward Island,Canada,2020-01-24,0
572,Quebec,Canada,2020-01-24,0
573,Saskatchewan,Canada,2020-01-24,0
574,,Central African Republic,2020-01-24,0
575,,Chad,2020-01-24,0
576,,Chile,2020-01-24,0
577,Anhui,China,2020-01-24,15
578,Beijing,China,2020-01-24,36
579,Chongqing,China,2020-01-24,27
580,Fujian,China,2020-01-24,10
581,Gansu,China,2020-01-24,2
582,Guangdong,China,2020-01-24,53
583,Guangxi,China,2020-01-24,23
584,Guizhou,China,2020-01-24,3
585,Hainan,China,2020-01-24,8
586,Hebei,China,2020-01-24,2
587,Heilongjiang,China,2020-01-24,4
588,Henan,China,2020-01-24,9
589,Hong Kong,China,2020-01-24,2
590,Hubei,China,2020-01-24,549
591,Hunan,China,2020-01-24,24
592,Inner Mongolia,China,2020-01-24,1
593,Jiangsu,China,2020-01-24,9
594,Jiangxi,China,2020-01-24,18
595,Jilin,China,2020-01-24,3
596,Liaoning,China,2020-01-24,4
597,Macau,China,2020-01-24,2
598,Ningxia,China,2020-01-24,2
599,Qinghai,China,2020-01-24,0
600,Shaanxi,China,2020-01-24,5
601,Shandong,China,2020-01-24,15
602,Shanghai,China,2020-01-24,20
603,Shanxi,China,2020-01-24,1
604,Sichuan,China,2020-01-24,15
605,Tianjin,China,2020-01-24,8
606,Tibet,China,2020-01-24,0
607,Xinjiang,China,2020-01-24,2
608,Yunnan,China,2020-01-24,5
609,Zhejiang,China,2020-01-24,43
610,,Colombia,2020-01-24,0
611,,Congo (Brazzaville),2020-01-24,0
612,,Congo (Kinshasa),2020-01-24,0
613,,Costa Rica,2020-01-24,0
614,,Cote d'Ivoire,2020-01-24,0
615,,Croatia,2020-01-24,0
616,,Diamond Princess,2020-01-24,0
617,,Cuba,2020-01-24,0
618,,Cyprus,2020-01-24,0
619,,Czechia,2020-01-24,0
620,Faroe Islands,Denmark,2020-01-24,0
621,Greenland,Denmark,2020-01-24,0
622,,Denmark,2020-01-24,0
623,,Djibouti,2020-01-24,0
624,,Dominican Republic,2020-01-24,0
625,,Ecuador,2020-01-24,0
626,,Egypt,2020-01-24,0
627,,El Salvador,2020-01-24,0
628,,Equatorial Guinea,2020-01-24,0
629,,Eritrea,2020-01-24,0
630,,Estonia,2020-01-24,0
631,,Eswatini,2020-01-24,0
632,,Ethiopia,2020-01-24,0
633,,Fiji,2020-01-24,0
634,,Finland,2020-01-24,0
635,French Guiana,France,2020-01-24,0
636,French Polynesia,France,2020-01-24,0
637,Guadeloupe,France,2020-01-24,0
638,Mayotte,France,2020-01-24,0
639,New Caledonia,France,2020-01-24,0
640,Reunion,France,2020-01-24,0
641,Saint Barthelemy,France,2020-01-24,0
642,St Martin,France,2020-01-24,0
643,Martinique,France,2020-01-24,0
644,,France,2020-01-24,2
645,,Gabon,2020-01-24,0
646,,Gambia,2020-01-24,0
647,,Georgia,2020-01-24,0
648,,Germany,2020-01-24,0
649,,Ghana,2020-01-24,0
650,,Greece,2020-01-24,0
651,,Guatemala,2020-01-24,0
652,,Guinea,2020-01-24,0
653,,Guyana,2020-01-24,0
654,,Haiti,2020-01-24,0
655,,Holy See,2020-01-24,0
656,,Honduras,2020-01-24,0
657,,Hungary,2020-01-24,0
658,,Iceland,2020-01-24,0
659,,India,2020-01-24,0
660,,Indonesia,2020-01-24,0
661,,Iran,2020-01-24,0
662,,Iraq,2020-01-24,0
663,,Ireland,2020-01-24,0
664,,Israel,2020-01-24,0
665,,Italy,2020-01-24,0
666,,Jamaica,2020-01-24,0
667,,Japan,2020-01-24,2
668,,Jordan,2020-01-24,0
669,,Kazakhstan,2020-01-24,0
670,,Kenya,2020-01-24,0
671,,"Korea, South",2020-01-24,2
672,,Kuwait,2020-01-24,0
673,,Kyrgyzstan,2020-01-24,0
674,,Latvia,2020-01-24,0
675,,Lebanon,2020-01-24,0
676,,Liberia,2020-01-24,0
677,,Liechtenstein,2020-01-24,0
678,,Lithuania,2020-01-24,0
679,,Luxembourg,2020-01-24,0
680,,Madagascar,2020-01-24,0
681,,Malaysia,2020-01-24,0
682,,Maldives,2020-01-24,0
683,,Malta,2020-01-24,0
684,,Mauritania,2020-01-24,0
685,,Mauritius,2020-01-24,0
686,,Mexico,2020-01-24,0
687,,Moldova,2020-01-24,0
688,,Monaco,2020-01-24,0
689,,Mongolia,2020-01-24,0
690,,Montenegro,2020-01-24,0
691,,Morocco,2020-01-24,0
692,,Namibia,2020-01-24,0
693,,Nepal,2020-01-24,0
694,Aruba,Netherlands,2020-01-24,0
695,Curacao,Netherlands,2020-01-24,0
696,Sint Maarten,Netherlands,2020-01-24,0
697,,Netherlands,2020-01-24,0
698,,New Zealand,2020-01-24,0
699,,Nicaragua,2020-01-24,0
700,,Niger,2020-01-24,0
701,,Nigeria,2020-01-24,0
702,,North Macedonia,2020-01-24,0
703,,Norway,2020-01-24,0
704,,Oman,2020-01-24,0
705,,Pakistan,2020-01-24,0
706,,Panama,2020-01-24,0
707,,Papua New Guinea,2020-01-24,0
708,,Paraguay,2020-01-24,0
709,,Peru,2020-01-24,0
710,,Philippines,2020-01-24,0
711,,Poland,2020-01-24,0
712,,Portugal,2020-01-24,0
713,,Qatar,2020-01-24,0
714,,Romania,2020-01-24,0
715,,Russia,2020-01-24,0
716,,Rwanda,2020-01-24,0
717,,Saint Lucia,2020-01-24,0
718,,Saint Vincent and the Grenadines,2020-01-24,0
719,,San Marino,2020-01-24,0
720,,Saudi Arabia,2020-01-24,0
721,,Senegal,2020-01-24,0
722,,Serbia,2020-01-24,0
723,,Seychelles,2020-01-24,0
724,,Singapore,2020-01-24,3
725,,Slovakia,2020-01-24,0
726,,Slovenia,2020-01-24,0
727,,Somalia,2020-01-24,0
728,,South Africa,2020-01-24,0
729,,Spain,2020-01-24,0
730,,Sri Lanka,2020-01-24,0
731,,Sudan,2020-01-24,0
732,,Suriname,2020-01-24,0
733,,Sweden,2020-01-24,0
734,,Switzerland,2020-01-24,0
735,,Taiwan*,2020-01-24,3
736,,Tanzania,2020-01-24,0
737,,Thailand,2020-01-24,5
738,,Togo,2020-01-24,0
739,,Trinidad and Tobago,2020-01-24,0
740,,Tunisia,2020-01-24,0
741,,Turkey,2020-01-24,0
